"","subjectid","education","exposure","time","score","year","raw_score"
"9006",37672,"Pre-tertiary qualification","No exposure","post",50,"2017",50
"9007",34334,"University degree","Educ, family and work","pre",26,"2017",26
"9008",34334,"University degree","Educ, family and work","post",47,"2017",47
"9009",39095,"Honours & postgraduate","Educ, family and work","pre",50,"2017",50
"9010",39095,"Honours & postgraduate","Educ, family and work","post",47,"2017",47
"9011",30123,"Pre-tertiary qualification","Family only","pre",27,"2017",27
"9012",30123,"Pre-tertiary qualification","Family only","post",48,"2017",48
"9013",3174,"University degree","Educ and work","pre",40,"2017",40
"9014",3174,"University degree","Educ and work","post",42,"2017",42
"9015",35695,"Pre-tertiary qualification","Educ and family","pre",33,"2017",33
"9016",35695,"Pre-tertiary qualification","Educ and family","post",44,"2017",44
"9017",43856,"Honours & postgraduate","Educ, family and work","pre",45,"2017",45
"9018",43856,"Honours & postgraduate","Educ, family and work","post",42,"2017",42
"9019",20384,"Honours & postgraduate","Educ, family and work","pre",49,"2017",49
"9020",20384,"Honours & postgraduate","Educ, family and work","post",48,"2017",48
"9021",14825,"High school and below","Work only","pre",34,"2017",34
"9022",14825,"High school and below","Work only","post",43,"2017",43
"9023",32856,"Pre-tertiary qualification","Educ, family and work","pre",37,"2017",37
"9024",32856,"Pre-tertiary qualification","Educ, family and work","post",48,"2017",48
"9025",14545,"Pre-tertiary qualification","Educ, family and work","pre",34,"2017",34
"9026",14545,"Pre-tertiary qualification","Educ, family and work","post",48,"2017",48
"9027",10586,"Pre-tertiary qualification","Educ, family and work","pre",28,"2017",28
"9028",10586,"Pre-tertiary qualification","Educ, family and work","post",34,"2017",34
"9029",18434,"Honours & postgraduate","Family and work","pre",38,"2017",38
"9030",18434,"Honours & postgraduate","Family and work","post",48,"2017",48
"9031",8934,"Honours & postgraduate","Educ, family and work","pre",45,"2017",45
"9032",8934,"Honours & postgraduate","Educ, family and work","post",48,"2017",48
"9033",9055,"Pre-tertiary qualification","Educ, family and work","pre",27,"2017",27
"9034",9055,"Pre-tertiary qualification","Educ, family and work","post",34,"2017",34
"9035",43574,"University degree","Work only","pre",30,"2017",30
"9036",43574,"University degree","Work only","post",42,"2017",42
"9037",36985,"Pre-tertiary qualification","Work only","pre",36,"2017",36
"9038",36985,"Pre-tertiary qualification","Work only","post",41,"2017",41
"9039",47534,"Honours & postgraduate","Work only","pre",23,"2017",23
"9040",47534,"Honours & postgraduate","Work only","post",18,"2017",18
"9041",20615,"High school and below","Educ and work","pre",17,"2017",17
"9042",20615,"High school and below","Educ and work","post",33,"2017",33
"9043",38634,"Pre-tertiary qualification","Family only","pre",30,"2017",30
"9044",38634,"Pre-tertiary qualification","Family only","post",29,"2017",29
"9045",45724,"Honours & postgraduate","Educ, family and work","pre",41,"2017",41
"9046",45724,"Honours & postgraduate","Educ, family and work","post",50,"2017",50
"9047",22825,"Pre-tertiary qualification","Family and work","pre",30,"2017",30
"9048",22825,"Pre-tertiary qualification","Family and work","post",30,"2017",30
"9049",21806,"High school and below","Family only","pre",34,"2017",34
"9050",21806,"High school and below","Family only","post",46,"2017",46
"9051",16786,"Pre-tertiary qualification","Educ and work","pre",33,"2017",33
"9052",16786,"Pre-tertiary qualification","Educ and work","post",36,"2017",36
"9053",31175,"High school and below","Family and work","pre",25,"2017",25
"9054",31175,"High school and below","Family and work","post",45,"2017",45
"9055",37307,"University degree","Educ, family and work","pre",39,"2017",39
"9056",37307,"University degree","Educ, family and work","post",42,"2017",42
"9057",47565,"Pre-tertiary qualification","Educ, family and work","pre",41,"2017",41
"9058",47565,"Pre-tertiary qualification","Educ, family and work","post",42,"2017",42
"9059",26307,"University degree","Family only","pre",9,"2017",9
"9060",26307,"University degree","Family only","post",42,"2017",42
"9061",46247,"University degree","Family and work","pre",24,"2017",24
"9062",46247,"University degree","Family and work","post",44,"2017",44
"9063",15935,"Pre-tertiary qualification","Educ, family and work","pre",34,"2017",34
"9064",15935,"Pre-tertiary qualification","Educ, family and work","post",43,"2017",43
"9065",41465,"Pre-tertiary qualification","Educ, family and work","pre",33,"2017",33
"9066",41465,"Pre-tertiary qualification","Educ, family and work","post",47,"2017",47
"9067",20074,"University degree","Family and work","pre",34,"2017",34
"9068",20074,"University degree","Family and work","post",46,"2017",46
"9069",25874,"Pre-tertiary qualification","Family only","pre",32,"2017",32
"9070",25874,"Pre-tertiary qualification","Family only","post",44,"2017",44
"9071",42296,"Pre-tertiary qualification","Educ and work","pre",13,"2017",13
"9072",42296,"Pre-tertiary qualification","Educ and work","post",34,"2017",34
"9073",47604,"Honours & postgraduate","Family and work","pre",34,"2017",34
"9074",47604,"Honours & postgraduate","Family and work","post",41,"2017",41
"9075",9136,"Honours & postgraduate","Family and work","pre",26,"2017",26
"9076",9136,"Honours & postgraduate","Family and work","post",44,"2017",44
"9077",7664,"Pre-tertiary qualification","Family and work","pre",27,"2017",27
"9078",7664,"Pre-tertiary qualification","Family and work","post",39,"2017",39
"9079",35605,"Pre-tertiary qualification","Educ and work","pre",33,"2017",33
"9080",35605,"Pre-tertiary qualification","Educ and work","post",41,"2017",41
"9081",38865,"Honours & postgraduate","Educ, family and work","pre",50,"2017",50
"9082",38865,"Honours & postgraduate","Educ, family and work","post",50,"2017",50
"9083",11605,"High school and below","Educ, family and work","pre",37,"2017",37
"9084",11605,"High school and below","Educ, family and work","post",44,"2017",44
"9085",3836,"University degree","Educ, family and work","pre",36,"2017",36
"9086",3836,"University degree","Educ, family and work","post",44,"2017",44
"9087",47545,"Pre-tertiary qualification","Educ and work","pre",28,"2017",28
"9088",47545,"Pre-tertiary qualification","Educ and work","post",41,"2017",41
"9089",3306,"Honours & postgraduate","Educ and work","pre",46,"2017",46
"9090",3306,"Honours & postgraduate","Educ and work","post",43,"2017",43
"9091",6556,"University degree","Educ and work","pre",36,"2017",36
"9092",6556,"University degree","Educ and work","post",40,"2017",40
"9093",9385,"University degree","Educ only","pre",30,"2017",30
"9094",9385,"University degree","Educ only","post",32,"2017",32
"9095",765,"University degree","Work only","pre",18,"2017",18
"9096",765,"University degree","Work only","post",41,"2017",41
"9097",43277,"Honours & postgraduate","No exposure","pre",30,"2017",30
"9098",43277,"Honours & postgraduate","No exposure","post",50,"2017",50
"9099",18305,"Pre-tertiary qualification","Educ, family and work","pre",28,"2017",28
"9100",18305,"Pre-tertiary qualification","Educ, family and work","post",35,"2017",35
"9101",47247,"Pre-tertiary qualification","Educ and family","pre",27,"2017",27
"9102",47247,"Pre-tertiary qualification","Educ and family","post",35,"2017",35
"9103",32654,"University degree","Family and work","pre",22,"2017",22
"9104",32654,"University degree","Family and work","post",40,"2017",40
"9105",40785,"Honours & postgraduate","Family only","pre",15,"2017",15
"9106",40785,"Honours & postgraduate","Family only","post",47,"2017",47
"9107",26404,"Pre-tertiary qualification","Educ and work","pre",19,"2017",19
"9108",26404,"Pre-tertiary qualification","Educ and work","post",44,"2017",44
"9109",26674,"Pre-tertiary qualification","Work only","pre",16,"2017",16
"9110",26674,"Pre-tertiary qualification","Work only","post",43,"2017",43
"9111",15535,"University degree","Educ and family","pre",33,"2017",33
"9112",15535,"University degree","Educ and family","post",48,"2017",48
"9113",39055,"Honours & postgraduate","Educ, family and work","pre",32,"2017",32
"9114",39055,"Honours & postgraduate","Educ, family and work","post",46,"2017",46
"9115",38644,"Pre-tertiary qualification","Family only","pre",26,"2017",26
"9116",38644,"Pre-tertiary qualification","Family only","post",37,"2017",37
"9117",46844,"Honours & postgraduate","Family only","pre",22,"2017",22
"9118",46844,"Honours & postgraduate","Family only","post",50,"2017",50
"9119",10926,"Honours & postgraduate","Family and work","pre",34,"2017",34
"9120",10926,"Honours & postgraduate","Family and work","post",44,"2017",44
"9121",14865,"University degree","Family only","pre",28,"2017",28
"9122",14865,"University degree","Family only","post",41,"2017",41
"9123",9284,"Pre-tertiary qualification","Family and work","pre",42,"2017",42
"9124",9284,"Pre-tertiary qualification","Family and work","post",45,"2017",45
"9125",44297,"Honours & postgraduate","Educ and work","pre",41,"2017",41
"9126",44297,"Honours & postgraduate","Educ and work","post",49,"2017",49
"9127",10955,"Pre-tertiary qualification","Family only","pre",26,"2017",26
"9128",10955,"Pre-tertiary qualification","Family only","post",32,"2017",32
"9129",556,"University degree","Family only","pre",32,"2017",32
"9130",556,"University degree","Family only","post",50,"2017",50
"9131",1443,"Honours & postgraduate","Educ, family and work","pre",49,"2017",49
"9132",1443,"Honours & postgraduate","Educ, family and work","post",40,"2017",40
"9133",26924,"High school and below","Work only","pre",42,"2017",42
"9134",26924,"High school and below","Work only","post",48,"2017",48
"9135",26833,"High school and below","Family only","pre",27,"2017",27
"9136",26833,"High school and below","Family only","post",36,"2017",36
"9137",48684,"Pre-tertiary qualification","Work only","pre",18,"2017",18
"9138",48684,"Pre-tertiary qualification","Work only","post",24,"2017",24
"9139",10523,"Honours & postgraduate","Work only","pre",25,"2017",25
"9140",10523,"Honours & postgraduate","Work only","post",46,"2017",46
"9141",30906,"University degree","Work only","pre",27,"2017",27
"9142",30906,"University degree","Work only","post",35,"2017",35
"9143",11175,"Pre-tertiary qualification","Educ, family and work","pre",49,"2017",49
"9144",11175,"Pre-tertiary qualification","Educ, family and work","post",50,"2017",50
"9145",35015,"Pre-tertiary qualification","Educ and work","pre",28,"2017",28
"9146",35015,"Pre-tertiary qualification","Educ and work","post",33,"2017",33
"9147",44386,"High school and below","Family only","pre",23,"2017",23
"9148",44386,"High school and below","Family only","post",43,"2017",43
"9149",39565,"High school and below","Educ, family and work","pre",39,"2017",39
"9150",39565,"High school and below","Educ, family and work","post",32,"2017",32
"9151",31123,"Pre-tertiary qualification","Educ, family and work","pre",43,"2017",43
"9152",31123,"Pre-tertiary qualification","Educ, family and work","post",33,"2017",33
"9153",23716,"University degree","Educ and family","pre",45,"2017",45
"9154",23716,"University degree","Educ and family","post",48,"2017",48
"9155",19484,"High school and below","Educ, family and work","pre",38,"2017",38
"9156",19484,"High school and below","Educ, family and work","post",40,"2017",40
"9157",29334,"High school and below","Educ, family and work","pre",40,"2017",40
"9158",29334,"High school and below","Educ, family and work","post",38,"2017",38
"9159",42404,"Pre-tertiary qualification","Educ, family and work","pre",42,"2017",42
"9160",42404,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"9161",37983,"Pre-tertiary qualification","Educ and work","pre",36,"2017",36
"9162",37983,"Pre-tertiary qualification","Educ and work","post",44,"2017",44
"9163",4595,"University degree","Work only","pre",20,"2017",20
"9164",4595,"University degree","Work only","post",39,"2017",39
"9165",29005,"University degree","Family and work","pre",33,"2017",33
"9166",29005,"University degree","Family and work","post",44,"2017",44
"9167",48625,"University degree","Educ, family and work","pre",37,"2017",37
"9168",48625,"University degree","Educ, family and work","post",44,"2017",44
"9169",31725,"High school and below","Educ and work","pre",36,"2017",36
"9170",31725,"High school and below","Educ and work","post",46,"2017",46
"9171",4305,"Honours & postgraduate","Educ, family and work","pre",23,"2017",23
"9172",4305,"Honours & postgraduate","Educ, family and work","post",40,"2017",40
"9173",45445,"High school and below","No exposure","pre",27,"2017",27
"9174",45445,"High school and below","No exposure","post",31,"2017",31
"9175",42965,"Pre-tertiary qualification","Family only","pre",13,"2017",13
"9176",42965,"Pre-tertiary qualification","Family only","post",38,"2017",38
